"","id","X.checking_status.","X.duration.","X.credit_history.","X.purpose.","X.credit_amount.","X.savings_status.","X.employment.","X.installment_commitment.","X.personal_status.","X.other_parties.","X.residence_since.","X.property_magnitude.","X.age.","X.other_payment_plans.","X.housing.","X.existing_credits.","X.job.","X.num_dependents.","X.own_telephone.","X.foreign_worker.","X.class."
"965",965,"0<=X<200",6,"existing paid","repairs",454,"<100","<1",3,"male mar/wid","none",1,"life insurance",22,"none","own",1,"unskilled resident",1,"none","yes","good"
"966",966,"0<=X<200",30,"existing paid","radio/tv",1715,"no known savings","1<=X<4",4,"female div/dep/mar","none",1,"car",26,"none","own",1,"skilled",1,"none","yes","good"
"967",967,"0<=X<200",27,"critical/other existing credit","radio/tv",2520,"500<=X<1000","1<=X<4",4,"male single","none",2,"life insurance",23,"none","own",2,"unskilled resident",1,"none","yes","bad"
"968",968,"no checking",15,"existing paid","radio/tv",3568,"<100",">=7",4,"female div/dep/mar","none",2,"car",54,"bank","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"969",969,"no checking",42,"existing paid","radio/tv",7166,"no known savings","4<=X<7",2,"male mar/wid","none",4,"life insurance",29,"none","rent",1,"skilled",1,"yes","yes","good"
"970",970,"<0",11,"critical/other existing credit","new car",3939,"<100","1<=X<4",1,"male single","none",2,"real estate",40,"none","own",2,"unskilled resident",2,"none","yes","good"
"971",971,"0<=X<200",15,"existing paid","repairs",1514,"100<=X<500","1<=X<4",4,"male single","guarantor",2,"real estate",22,"none","own",1,"skilled",1,"none","yes","good"
"972",972,"no checking",24,"existing paid","new car",7393,"<100","1<=X<4",1,"male single","none",4,"life insurance",43,"none","own",1,"unskilled resident",2,"none","yes","good"
"973",973,"<0",24,"all paid","new car",1193,"<100","unemployed",1,"female div/dep/mar","co applicant",4,"no known property",29,"none","rent",2,"unemp/unskilled non res",1,"none","yes","bad"
"974",974,"<0",60,"existing paid","business",7297,"<100",">=7",4,"male single","co applicant",4,"no known property",36,"none","rent",1,"skilled",1,"none","yes","bad"
"975",975,"no checking",30,"critical/other existing credit","radio/tv",2831,"<100","1<=X<4",4,"female div/dep/mar","none",2,"car",33,"none","own",1,"skilled",1,"yes","yes","good"
"976",976,">=200",24,"existing paid","radio/tv",1258,"500<=X<1000","1<=X<4",3,"female div/dep/mar","none",3,"car",57,"none","own",1,"unskilled resident",1,"none","yes","good"
"977",977,"0<=X<200",6,"existing paid","radio/tv",753,"<100","1<=X<4",2,"female div/dep/mar","guarantor",3,"real estate",64,"none","own",1,"skilled",1,"none","yes","good"
"978",978,"0<=X<200",18,"delayed previously","business",2427,"no known savings",">=7",4,"male single","none",2,"life insurance",42,"none","own",2,"skilled",1,"none","yes","good"
"979",979,"no checking",24,"delayed previously","new car",2538,"<100",">=7",4,"male single","none",4,"car",47,"none","own",2,"unskilled resident",2,"none","yes","bad"
"980",980,"0<=X<200",15,"all paid","new car",1264,"100<=X<500","1<=X<4",2,"male mar/wid","none",2,"life insurance",25,"none","rent",1,"skilled",1,"none","yes","bad"
"981",981,"0<=X<200",30,"critical/other existing credit","furniture/equipment",8386,"<100","4<=X<7",2,"male single","none",2,"life insurance",49,"none","own",1,"skilled",1,"none","yes","bad"
"982",982,"no checking",48,"existing paid","business",4844,"<100","unemployed",3,"male single","none",2,"car",33,"bank","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"983",983,">=200",21,"existing paid","new car",2923,"100<=X<500","1<=X<4",1,"female div/dep/mar","none",1,"car",28,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"984",984,"<0",36,"existing paid","used car",8229,"<100","1<=X<4",2,"male single","none",2,"life insurance",26,"none","own",1,"skilled",2,"none","yes","bad"
"985",985,"no checking",24,"critical/other existing credit","furniture/equipment",2028,"<100","4<=X<7",2,"male single","none",2,"life insurance",30,"none","own",2,"unskilled resident",1,"none","yes","good"
"986",986,"<0",15,"critical/other existing credit","furniture/equipment",1433,"<100","1<=X<4",4,"female div/dep/mar","none",3,"life insurance",25,"none","rent",2,"skilled",1,"none","yes","good"
"987",987,">=200",42,"no credits/all paid","business",6289,"<100","<1",2,"male div/sep","none",1,"life insurance",33,"none","own",2,"skilled",1,"none","yes","good"
"988",988,"no checking",13,"existing paid","radio/tv",1409,"100<=X<500","unemployed",2,"female div/dep/mar","none",4,"real estate",64,"none","own",1,"skilled",1,"none","yes","good"
"989",989,"<0",24,"existing paid","used car",6579,"<100","unemployed",4,"male single","none",2,"no known property",29,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"990",990,"0<=X<200",24,"critical/other existing credit","radio/tv",1743,"<100",">=7",4,"male single","none",2,"life insurance",48,"none","own",2,"unskilled resident",1,"none","yes","good"
"991",991,"no checking",12,"critical/other existing credit","education",3565,"no known savings","<1",2,"male single","none",1,"life insurance",37,"none","own",2,"unskilled resident",2,"none","yes","good"
"992",992,"no checking",15,"all paid","radio/tv",1569,"100<=X<500",">=7",4,"male single","none",4,"car",34,"bank","own",1,"unskilled resident",2,"none","yes","good"
"993",993,"<0",18,"existing paid","radio/tv",1936,"no known savings","4<=X<7",2,"male mar/wid","none",4,"car",23,"none","rent",2,"unskilled resident",1,"none","yes","good"
"994",994,"<0",36,"existing paid","furniture/equipment",3959,"<100","unemployed",4,"male single","none",3,"life insurance",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"995",995,"no checking",12,"existing paid","new car",2390,"no known savings",">=7",4,"male single","none",3,"car",50,"none","own",1,"skilled",1,"yes","yes","good"
"996",996,"no checking",12,"existing paid","furniture/equipment",1736,"<100","4<=X<7",3,"female div/dep/mar","none",4,"real estate",31,"none","own",1,"unskilled resident",1,"none","yes","good"
"997",997,"<0",30,"existing paid","used car",3857,"<100","1<=X<4",4,"male div/sep","none",4,"life insurance",40,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"998",998,"no checking",12,"existing paid","radio/tv",804,"<100",">=7",4,"male single","none",4,"car",38,"none","own",1,"skilled",1,"none","yes","good"
"999",999,"<0",45,"existing paid","radio/tv",1845,"<100","1<=X<4",4,"male single","none",4,"no known property",23,"none","for free",1,"skilled",1,"yes","yes","bad"
"1000",1000,"0<=X<200",45,"critical/other existing credit","used car",4576,"100<=X<500","unemployed",3,"male single","none",4,"car",27,"none","own",1,"skilled",1,"none","yes","good"
